main1,enemy1,main2,enemy2,main3,enemy3,main4,enemy4,main5,enemy5,main_pre_b1,enemy_pre_b1,main_pre_b2,enemy_pre_b2,main_post_b,enemy_post_b,is_first,is_win
c2089,c2016,c1159,c2090,c2082,c6037,c1128,c2042,c5046,c2047,c1117,c1126,c2109,c6062,c1128,c2016,0,2
c1159,c2089,c1089,c2016,c2079,c2090,c6062,c1148,c2050,c1128,c2109,c6037,c1117,c1133,c1159,c1148,0,2
c1159,c1133,c2008,c1118,c1137,c1130,c2015,c5046,c1134,c2102,c1117,c2109,c2109,c2016,c2015,c1130,0,1
c2016,c1159,c1133,c2070,c1118,c2038,c1112,c1055,c2069,c1134,c2109,c1151,c1117,c2090,c2069,c1134,1,1
c2016,c2089,c1133,c1137,c1125,c6062,c2069,c4144,c5024,c1112,c1117,c2101,c2109,c2090,c1133,c1112,0,2
c1159,c2089,c1118,c1055,c1112,c1150,c2050,c1074,c6037,c1086,c1117,c2109,c2109,c1133,c2050,c1055,1,2
c1133,c2036,c2008,c1014,c1137,c2101,c2050,c2022,c2047,c1151,c2109,c6037,c1117,c2016,c2047,c1151,1,1
c1133,c6037,c2016,c2042,c1118,c2071,c1130,c2065,c1137,c5016,c2109,c4144,c1117,c1151,c1137,c5016,0,1
c1159,c2089,c1118,c2090,c6037,c4144,c5024,c5089,c2050,c1134,c2109,c1133,c1117,c2016,c5024,c1134,1,2
c1133,c4004,c6037,c4144,c2050,c2090,c2069,c2070,c2082,c1118,c1117,c2109,c2109,c2016,c1133,c1118,1,1
c1133,c1159,c2016,c2070,c2069,c4144,c2046,c1055,c1112,c1023,c2109,c6062,c1117,c6037,c1112,c1023,0,1
c1159,c2016,c1126,c1118,c2008,c1089,c4144,c2079,c2074,c2102,c1117,c1133,c2109,c2109,c1126,c2079,0,2
c1133,c2016,c1159,c2008,c2089,c5082,c1128,c2079,c1148,c6062,c2109,c1151,c1117,c1126,c1148,c2008,1,1
c2008,c1133,c1159,c6037,c1144,c5089,c1137,c2024,c1134,c5149,c1117,c1055,c2109,c2090,c1137,c2024,0,1
c1133,c2046,c1118,c1150,c2004,c4144,c1130,c2035,c5009,c1109,c2109,c2109,c1117,c2016,c1130,c2035,1,1
c1159,c1133,c1137,c1118,c4123,c1130,c1023,c2069,c2015,c2102,c1117,c2016,c2109,c2109,c1023,c2102,1,1
c1159,c4123,c1133,c1126,c1118,c2101,c2069,c1117,c4144,c2047,c2016,c2090,c2109,c2089,c1118,c1117,0,2
c2008,c1133,c1159,c2036,c1137,c2050,c5082,c2090,c1103,c6062,c2109,c1117,c2016,c2089,c1103,c2090,0,1
c1159,c2090,c1133,c2101,c1118,c1117,c1130,c2071,c2082,c1023,c2016,c4144,c2109,c1126,c1159,c1023,1,2
c1133,c1159,c2101,c4004,c1118,c2089,c1130,c4144,c2069,c1134,c2109,c2090,c2016,c1151,c1133,c4004,0,2
c1159,c1055,c2109,c2008,c1126,c2071,c4144,c6037,c1148,c2090,c2016,c1151,c1117,c2089,c1148,c2008,1,2
c1159,c6037,c1133,c2008,c1118,c1117,c5046,c1137,c1129,c1134,c2016,c2109,c2109,c2016,c1129,c1134,1,2
c1159,c2089,c1133,c1055,c1118,c4004,c1112,c1117,c1130,c1134,c2109,c1148,c2016,c1151,c1130,c1134,0,1
c1159,c1133,c4123,c4144,c2050,c1151,c1137,c2082,c2015,c2069,c2016,c2109,c2109,c1117,c1137,c2069,0,1
c2101,c2022,c1133,c2008,c1151,c1106,c2082,c1117,c2069,c1141,c2109,c2089,c2016,c1159,c1133,c1117,0,2
c1159,c4144,c2008,c5089,c1144,c1121,c1089,c2079,c2111,c2101,c2016,c1133,c2109,c1126,c2111,c2079,0,2
c1159,c1142,c1117,c1014,c1137,c5046,c1134,c1150,c5016,c1147,c2109,c2109,c2016,c2016,c5016,c1147,1,2
c1159,c1055,c1133,c6037,c1118,c2090,c1112,c1134,c5046,c4144,c2016,c2016,c2109,c2109,c1133,c1134,0,1
c1133,c1125,c1150,c6017,c4144,c2015,c1134,c1055,c1148,c2079,c2109,c1159,c2016,c2089,c1148,c1055,0,1
c1159,c2101,c1133,c4004,c1118,c1117,c5024,c4144,c5046,c1134,c2016,c1126,c2109,c2090,c5024,c1134,1,2
c2101,c1159,c1133,c1055,c1112,c4144,c2082,c1121,c2069,c1137,c2109,c2089,c2016,c3004,c1112,c4144,0,1
c2101,c1159,c1133,c2008,c4004,c2022,c2050,c1055,c2079,c1117,c2016,c2090,c2109,c1151,c4004,c1055,0,2
c2101,c2008,c1133,c2090,c1118,c4144,c2069,c6062,c5024,c2047,c2109,c1159,c2016,c2089,c1118,c2008,1,1
c1159,c1133,c1117,c2101,c4144,c2132,c2079,c2090,c6037,c2046,c2016,c2016,c2109,c1126,c6037,c2046,0,1
c1159,c2046,c1133,c4144,c1118,c1144,c5024,c2050,c5009,c2007,c2109,c2016,c2016,c2089,c5024,c2007,1,1
c1159,c2008,c1133,c2050,c1118,c2090,c2069,c1117,c2082,c1091,c2016,c2089,c2109,c2016,c2069,c1117,0,2
c2101,c1159,c1133,c1137,c4123,c1117,c5046,c2022,c2079,c1134,c2109,c1126,c2016,c6062,c2079,c2022,0,1
c2101,c1159,c1133,c1126,c1118,c2008,c2069,c1023,c5046,c1137,c2016,c1117,c2109,c6062,c5046,c2008,0,1
c1159,c1133,c1117,c2070,c1121,c5089,c1144,c1130,c2103,c6037,c2109,c6062,c2016,c2016,c1144,c1133,0,1
c1159,c2089,c1089,c2101,c5082,c2079,c4144,c2042,c4003,c1055,c2016,c1151,c2109,c1133,c4144,c1055,1,1
c1159,c1089,c1133,c1137,c1112,c1055,c1118,c2007,c1151,c1144,c2109,c1126,c2016,c2102,c1151,c1144,0,1
c1159,c4004,c1133,c2101,c1118,c1117,c2082,c2090,c1130,c1055,c2016,c1151,c2109,c2089,c1118,c1117,1,1
c1159,c2046,c1133,c1020,c1118,c4144,c1023,c1109,c2007,c2035,c2109,c2016,c2016,c2109,c2007,c2046,1,2
c2101,c2089,c1133,c2073,c1118,c1134,c1101,c2015,c2019,c2009,c2016,c2016,c2109,c1159,c2019,c2009,1,1
c1159,c1133,c2008,c1126,c2022,c2050,c1109,c5089,c5016,c1130,c2016,c1117,c2109,c2109,c1109,c1126,1,1
c1159,c2089,c1118,c1133,c1150,c1014,c2011,c2020,c1007,c2004,c2109,c2109,c2016,c2016,c2011,c1133,1,2
c1159,c2089,c1133,c2070,c1118,c4144,c2069,c5082,c5046,c1134,c2016,c2090,c2109,c2016,c2069,c1134,1,2
c1159,c1133,c4123,c2090,c1126,c5089,c6037,c1089,c1112,c1147,c2109,c2016,c2016,c1117,c1112,c1089,0,1
c1133,c5082,c2101,c6062,c2082,c2008,c1151,c4144,c2069,c1106,c2109,c1159,c2016,c2016,c1151,c2008,0,1
c1159,c2089,c1133,c2050,c1118,c1117,c1130,c1137,c5046,c1134,c2016,c2090,c2109,c1151,c5046,c1134,0,2
c1159,c2089,c1133,c4004,c1118,c1055,c2069,c4144,c1130,c1023,c2109,c5082,c2016,c2008,c1118,c1023,1,2
c1159,c2070,c1133,c2050,c1118,c2015,c1130,c1117,c5046,c4144,c2016,c2016,c2109,c2089,c1118,c2015,1,2
c1089,c2089,c1133,c2022,c1118,c1055,c1112,c1137,c2069,c1117,c2109,c1159,c2016,c6037,c1118,c1117,1,1
c2101,c1159,c1133,c1117,c4123,c2132,c5089,c1109,c1034,c2050,c2016,c1151,c2109,c2089,c1034,c2050,0,2
c1133,c1159,c2101,c1126,c1118,c2070,c2069,c1014,c1134,c2004,c2109,c1117,c2016,c2109,c1133,c1014,0,2
c1159,c2090,c1133,c2008,c1118,c1134,c2082,c1091,c2069,c1117,c2109,c1151,c2016,c2089,c2069,c1117,1,1
c1159,c1133,c1089,c2090,c6037,c4144,c1126,c2070,c2050,c2101,c2016,c1151,c2109,c2008,c2050,c2101,1,1
c1159,c2089,c1133,c2070,c1118,c4144,c2069,c2095,c2019,c1117,c2109,c2008,c2016,c2090,c2069,c1117,1,1
c1089,c1126,c1133,c2050,c1117,c4123,c2101,c1102,c2069,c2047,c2016,c6062,c2109,c1159,c2069,c2047,0,2
c2101,c1159,c1133,c2008,c1118,c4144,c1130,c1134,c6011,c1117,c2109,c2090,c2016,c1151,c1130,c2008,0,1
c1159,c1089,c2008,c1137,c2101,c2079,c4003,c6062,c1128,c2050,c2016,c1151,c2109,c1126,c1128,c6062,1,1
c1133,c2089,c1159,c4144,c1118,c2090,c1130,c1117,c5046,c6062,c2109,c2109,c2016,c2016,c1133,c6062,0,1
c1159,c2090,c1133,c2089,c1118,c1134,c2069,c4144,c2082,c2019,c2109,c2050,c2016,c2101,c2069,c2089,1,1
c2101,c1159,c1133,c1151,c2082,c2090,c2069,c1014,c1007,c2014,c2109,c1118,c2016,c2089,c1133,c1014,0,2
c2101,c1133,c1137,c1118,c4123,c2069,c1117,c2102,c2015,c1112,c2016,c2016,c2109,c2109,c1117,c1112,1,2
c1133,c1159,c1118,c1126,c1089,c2070,c2069,c4144,c1130,c6037,c2109,c2090,c2016,c2101,c1089,c6037,1,2
c1159,c1133,c4123,c2101,c2050,c6062,c1126,c1117,c2047,c6037,c2016,c1151,c2109,c1118,c2047,c1117,0,1
c1159,c1133,c4123,c2089,c2079,c4004,c5082,c5089,c1121,c2099,c2109,c2090,c2016,c1118,c1121,c2099,0,1
c1133,c1159,c2082,c1118,c1150,c2069,c1016,c1137,c2020,c1112,c2016,c1117,c2109,c2109,c1133,c1112,1,2
c1133,c2101,c1118,c2036,c1112,c6062,c2082,c1137,c2069,c1091,c2016,c1126,c2109,c2090,c1112,c2036,0,2
c1159,c4144,c1133,c2101,c2089,c1134,c2082,c6037,c6011,c1117,c2109,c2090,c2016,c2016,c6011,c1117,1,1
c1159,c1118,c1137,c1133,c4144,c2069,c2015,c1130,c1117,c1112,c2016,c2109,c2109,c2016,c1117,c1112,1,1
c1159,c5089,c1133,c2070,c1118,c1103,c2069,c4144,c1130,c6037,c2016,c6062,c2109,c1151,c2069,c6037,1,1
c1159,c2089,c1133,c2101,c1118,c1117,c2069,c1091,c1112,c2095,c2109,c6062,c2016,c4144,c2069,c1117,1,1
c1133,c5082,c1159,c2008,c1118,c1137,c2069,c1117,c1130,c4144,c2016,c1126,c2109,c1151,c2069,c1117,0,1
c1133,c1118,c1125,c1150,c2004,c1007,c2069,c2020,c1020,c2089,c2109,c2016,c2016,c2109,c1133,c1007,1,2
c1159,c2050,c1133,c2070,c2082,c1099,c1023,c6017,c2007,c4144,c2016,c2109,c2109,c2016,c2082,c4144,1,1
c1159,c2090,c1133,c2008,c1118,c1117,c1130,c2050,c1034,c2015,c2109,c6062,c2016,c2101,c1034,c2015,1,2
c1159,c6037,c2008,c2089,c1089,c1128,c2050,c2099,c1112,c5089,c2016,c1133,c2109,c5082,c2008,c6037,0,2
c1159,c1133,c1117,c2070,c1126,c2090,c2050,c2071,c4144,c5082,c2016,c6037,c2109,c2089,c1126,c5082,0,2
c1133,c1159,c2101,c2008,c2082,c1121,c4004,c2024,c1134,c1126,c2109,c2090,c2016,c1151,c1134,c1126,0,2
c4123,c1133,c1137,c1126,c6037,c2050,c1117,c2102,c1134,c2110,c2109,c2016,c2016,c1159,c1117,c2110,0,2
c4123,c1133,c1137,c1143,c2015,c1110,c1112,c2011,c2103,c1007,c2016,c2016,c2109,c6037,c1112,c1143,0,2
c1159,c2050,c1133,c1126,c1118,c2008,c2069,c4144,c5024,c6062,c2109,c2109,c2016,c1117,c5024,c2008,0,1
c1159,c2089,c1089,c4144,c6037,c2101,c1135,c1103,c2050,c2065,c2016,c1151,c2109,c1133,c1135,c1103,1,1
c1159,c1133,c4123,c1118,c1137,c2079,c2103,c2101,c4144,c1121,c2109,c1151,c2016,c2090,c4144,c1118,1,2
c1159,c1133,c4123,c4144,c1137,c1118,c2015,c1103,c2007,c2042,c2016,c2090,c2109,c2016,c4123,c2042,1,1
c1133,c1159,c2101,c2008,c4004,c1137,c5082,c2111,c2082,c1151,c2109,c1118,c2016,c2089,c2082,c2111,0,2
c1133,c1159,c2101,c2008,c1118,c1151,c2069,c4144,c1130,c1117,c2016,c2089,c2109,c2090,c2069,c1117,0,2
c1133,c1159,c2101,c1126,c1118,c4144,c1130,c1014,c1007,c2004,c2109,c1117,c2016,c2109,c1130,c2004,0,1
c1159,c2101,c1117,c1133,c4144,c1118,c1134,c1130,c1137,c5046,c2016,c2090,c2109,c1126,c1134,c1133,1,2
c1159,c2090,c1133,c6037,c2082,c4144,c2046,c3094,c6011,c2050,c2109,c2101,c2016,c2089,c2082,c3094,1,1
c1159,c1133,c4123,c1118,c1137,c2069,c2015,c2080,c2103,c5046,c2016,c2109,c2109,c1117,c2015,c5046,0,2
c1159,c2089,c1133,c4004,c1118,c6062,c1112,c5089,c2069,c1117,c2109,c6037,c2016,c1126,c1112,c1117,1,1
c1159,c2008,c2089,c5082,c1148,c2079,c2101,c4144,c4003,c1121,c2016,c2090,c2109,c1151,c1148,c1121,0,1
c1159,c2016,c2101,c2008,c2070,c5089,c1126,c6062,c1144,c1129,c2089,c2090,c1118,c1151,c1126,c2008,1,1
c2016,c2070,c1159,c2090,c2132,c1151,c1126,c5089,c1144,c2079,c2089,c4144,c1118,c2109,c1126,c2079,1,1
c1159,c2101,c2016,c6062,c1151,c2065,c2008,c2079,c2109,c2071,c1118,c3155,c2089,c3156,c1151,c2071,1,1
c2016,c2070,c1102,c1154,c2008,c2079,c1148,c2047,c4005,c5149,c1118,c1159,c2089,c2090,c1148,c5149,1,1
c1159,c6037,c2016,c2070,c4004,c2109,c1151,c5089,c1144,c2101,c1118,c2008,c2089,c2090,c1151,c2101,1,1
c1159,c1126,c2016,c1103,c2008,c2079,c1151,c6037,c1109,c4144,c1118,c2090,c2089,c2109,c1151,c6037,0,2
c2090,c1159,c1151,c6037,c2070,c4144,c4005,c2132,c1109,c1126,c1118,c2109,c2089,c2016,c2070,c2132,0,1
c1159,c2090,c2016,c2008,c2132,c4144,c2070,c2042,c4005,c2101,c1118,c6062,c2089,c2089,c2070,c2008,1,1
c1159,c2008,c1151,c2016,c2090,c2132,c5149,c2095,c2073,c2109,c1118,c6062,c2089,c6037,c1151,c2132,1,2
c1159,c5089,c1151,c1133,c2016,c6037,c1144,c2109,c2008,c1134,c1118,c2046,c2089,c2089,c2016,c1133,1,1
c1159,c2101,c2016,c2008,c2090,c2109,c2111,c6037,c1151,c1134,c1118,c2089,c2089,c6062,c1151,c1134,1,1
c1159,c4004,c2016,c2101,c2111,c2090,c2008,c2053,c2109,c2012,c1118,c1126,c2089,c6062,c2016,c2012,0,2
c1159,c2046,c1151,c1150,c2008,c1014,c2015,c1147,c2095,c2132,c1118,c2016,c2089,c2109,c2095,c1147,0,2
c2016,c1159,c2101,c2070,c1151,c1121,c4004,c5089,c1144,c2109,c1118,c2008,c2089,c2090,c1151,c1159,0,2
c2101,c1159,c2016,c2008,c2042,c1151,c6037,c2109,c2071,c5082,c2089,c4144,c1118,c2090,c2042,c2008,0,1
c1159,c1133,c1151,c6037,c1117,c2046,c1126,c2079,c1148,c4144,c2089,c2016,c1118,c2109,c1148,c4144,1,1
c1159,c2101,c2090,c6037,c2109,c1151,c1126,c5089,c1144,c1146,c2089,c2016,c1118,c2089,c1144,c1151,1,1
c1159,c2101,c2016,c2090,c2132,c2070,c2008,c2049,c2109,c2071,c1118,c2024,c2089,c1151,c2008,c2070,1,2
c2016,c2008,c2090,c4144,c2070,c6037,c1151,c2109,c4005,c1091,c1118,c1133,c2089,c1159,c4005,c2109,1,2
c1159,c2101,c2016,c4144,c2008,c4004,c2090,c2132,c4005,c2103,c2089,c2089,c1118,c1151,c2090,c2132,0,1
c1159,c2090,c2132,c2016,c2109,c2042,c1151,c2046,c1126,c2071,c1118,c2089,c2089,c6062,c1151,c2071,1,1
c2109,c2008,c1151,c2071,c4004,c4144,c1129,c1091,c4005,c2090,c1118,c1159,c2089,c2016,c1129,c2090,1,1
c1159,c6037,c2132,c2090,c2016,c5089,c1151,c4144,c1144,c2020,c1118,c1126,c2089,c2008,c2132,c2020,1,1
c1159,c2090,c2132,c2016,c2109,c1151,c2042,c5089,c1144,c2071,c1118,c6062,c2089,c2089,c1159,c1151,1,1
c2101,c1159,c2016,c2109,c1151,c2047,c2008,c1126,c3135,c4004,c1118,c6062,c2089,c2090,c1151,c1126,0,2
c1159,c2016,c1148,c2008,c2070,c2101,c1128,c1121,c2111,c1134,c1118,c1151,c2089,c2090,c2111,c2008,1,2
c2016,c1159,c2008,c1151,c2132,c1147,c2095,c1024,c1104,c2012,c1118,c1118,c2089,c6037,c2132,c1024,0,2
c2016,c1133,c1137,c1159,c4144,c1151,c2042,c1147,c2132,c2090,c2089,c1117,c1118,c2109,c2132,c1159,0,2
c1159,c1133,c2016,c4144,c2008,c1151,c1091,c2042,c4005,c2101,c1118,c2090,c2089,c6037,c1091,c2101,1,1
c1159,c2101,c2132,c2090,c1151,c4144,c2111,c2042,c2050,c1134,c1118,c2109,c2089,c2016,c2111,c1134,1,1
c1159,c2016,c4004,c2008,c2101,c5082,c1125,c2111,c2069,c2109,c1118,c2090,c2089,c1151,c1125,c2008,1,2
c1159,c2016,c2101,c2008,c4004,c5089,c1126,c2111,c1144,c2109,c1118,c1151,c2089,c2090,c1126,c2008,1,1
c1159,c4004,c2016,c2101,c2008,c2022,c1151,c2109,c2071,c1148,c1118,c1126,c2089,c1133,c1151,c1148,1,2
c1159,c1144,c2016,c2101,c2008,c2074,c1151,c2079,c1126,c4144,c1118,c2089,c2089,c2090,c1126,c1144,1,1
c1151,c1159,c2090,c1133,c1014,c2020,c1007,c2004,c1020,c1150,c1118,c2109,c2089,c2016,c1014,c1133,0,2
c2016,c1133,c2008,c2070,c2073,c6062,c2022,c5089,c1151,c2109,c1118,c1159,c2089,c2089,c2016,c5089,0,2
c2016,c1159,c2008,c2109,c2073,c6062,c2101,c1125,c2022,c4144,c1118,c1151,c2089,c2090,c2016,c1159,0,2
c1159,c2016,c2008,c4105,c1151,c5089,c1144,c1014,c2004,c2020,c2089,c1133,c1118,c1121,c2004,c1014,0,1
c1159,c2008,c4004,c5082,c2016,c1148,c2109,c5089,c2049,c2101,c2089,c1151,c1118,c2090,c4004,c1148,1,2
c2016,c1133,c1137,c2069,c2015,c2024,c1151,c1112,c1014,c1159,c2089,c1117,c1118,c2109,c1014,c1133,0,1
c1159,c2016,c2090,c2008,c2070,c2132,c1128,c1103,c4144,c2109,c2089,c1151,c1118,c1133,c1128,c2008,1,1
c1159,c2070,c2016,c2101,c2008,c5082,c1151,c1070,c2090,c2047,c2089,c1133,c1118,c6062,c1151,c2101,0,1
c1159,c2090,c2132,c6037,c2016,c4144,c2008,c4005,c2050,c2038,c2089,c2101,c1118,c6062,c2008,c2038,1,1
c1159,c2101,c2016,c2008,c4004,c1148,c6062,c2109,c2071,c4144,c2089,c1151,c1118,c2090,c6062,c4144,1,2
c2016,c1159,c2101,c2008,c1151,c2109,c2070,c1091,c1144,c5089,c6062,c4144,c2089,c2090,c1144,c2008,0,1
c1159,c2016,c2008,c2024,c2046,c2050,c2090,c2132,c2023,c2022,c6062,c1118,c2089,c1151,c2090,c2022,0,1
c1159,c2008,c2016,c2090,c2132,c4144,c1141,c2109,c1151,c1091,c6062,c1118,c2089,c1133,c1141,c1091,1,1
c1159,c2109,c1151,c4004,c2016,c4144,c2008,c1091,c4005,c1141,c6062,c6062,c2089,c2090,c1151,c1091,1,1
c1133,c1159,c1151,c2070,c2101,c6017,c2008,c2038,c5089,c2090,c6062,c2109,c2089,c2016,c5089,c2090,0,2
c2109,c1148,c2008,c1133,c1151,c1118,c4144,c1130,c1117,c2080,c6062,c2016,c2089,c1159,c2008,c2080,1,1
c2016,c1133,c1137,c1118,c1014,c2069,c1007,c2004,c2015,c2020,c6062,c2109,c2089,c1117,c2016,c1118,0,2
c2090,c1159,c2070,c2132,c1151,c2046,c1126,c1014,c2008,c1007,c6062,c2016,c2089,c2109,c2008,c1159,0,2
c2016,c1133,c1151,c1118,c1014,c2069,c1007,c2004,c2015,c2020,c6062,c2109,c2089,c1117,c2016,c1118,0,2
c2101,c1159,c2016,c1151,c2042,c1128,c1091,c2070,c2008,c2009,c2089,c1126,c6062,c2090,c2101,c1151,0,1
c1159,c6037,c2016,c2090,c2132,c4144,c2008,c2101,c4005,c1128,c2089,c1133,c6062,c6062,c2008,c4144,1,1
c1159,c2090,c1151,c1133,c1126,c1118,c1014,c2069,c2014,c1137,c2089,c2109,c6062,c2016,c1126,c1133,1,1
c1159,c1126,c2008,c1133,c2016,c2082,c1014,c2069,c2014,c2020,c2089,c2101,c6062,c2090,c2014,c1133,1,1
c1159,c2090,c2132,c6037,c2016,c2070,c2008,c1102,c2101,c2012,c6062,c1151,c2089,c1126,c2101,c2012,1,1
c2101,c1159,c2090,c2009,c1151,c2070,c2008,c2027,c4144,c1014,c6062,c2016,c2089,c1133,c2008,c2027,0,2
c1151,c2046,c4144,c1159,c2090,c1137,c2070,c2069,c1014,c1130,c6062,c2109,c2089,c2016,c1014,c2069,0,2
c2101,c1159,c2016,c4004,c2042,c1151,c1091,c4144,c4005,c2047,c6062,c2090,c2089,c1133,c4005,c4004,0,2
c1151,c1159,c2090,c2132,c2042,c1126,c2101,c1125,c1134,c4144,c6062,c2109,c2089,c2016,c1134,c4144,0,2
c2090,c6037,c2109,c4144,c2070,c5089,c1126,c1151,c1144,c1154,c6062,c1159,c2089,c2016,c1126,c1151,1,1
c1159,c1126,c2016,c2070,c2008,c5089,c1151,c2043,c2073,c4144,c6062,c2090,c2089,c1133,c2008,c1126,0,1
c1159,c2101,c2016,c2008,c1151,c1091,c1134,c2042,c1042,c2047,c6062,c1133,c2089,c2090,c1159,c2101,1,2
c1159,c2101,c1151,c2090,c2016,c1148,c2132,c1081,c1125,c1134,c6062,c4144,c2089,c1133,c2016,c1134,1,2
c1151,c2046,c1117,c2070,c2090,c6037,c4144,c1137,c2101,c1159,c6062,c2016,c2089,c2109,c2101,c6037,0,1
c1159,c2016,c2109,c1133,c1151,c1091,c2042,c5082,c1148,c2071,c6062,c4144,c2089,c2090,c1148,c1091,1,1
c2016,c1159,c2101,c2109,c1133,c1125,c2042,c2070,c4005,c4144,c2089,c1151,c6062,c2090,c2042,c2070,0,2
c1151,c1133,c1137,c1118,c4144,c2069,c1117,c2091,c1112,c1130,c2089,c2016,c6062,c2109,c1112,c1118,0,1
c1159,c1133,c1151,c2109,c2016,c5082,c2042,c2085,c2071,c2009,c2089,c2046,c6062,c6037,c1151,c2009,1,1
c2016,c1159,c2090,c4004,c1151,c6037,c1042,c4144,c4005,c2047,c2089,c2024,c6062,c2008,c2090,c1159,0,1
c1137,c1133,c1126,c1118,c1014,c5046,c1007,c2069,c2014,c2004,c2089,c1151,c6062,c2024,c1007,c1133,0,2
c1159,c1133,c1117,c6037,c1137,c2070,c1151,c5089,c1144,c2071,c2089,c2016,c6062,c6062,c1151,c1133,1,1
c1159,c2016,c2090,c5082,c2042,c4004,c1128,c2109,c2079,c2132,c2089,c4144,c6062,c1151,c1128,c4004,0,2
c2090,c1159,c4144,c1126,c1134,c2132,c1151,c1133,c1014,c2069,c1118,c2016,c2089,c2109,c1014,c1133,0,1
c1159,c6037,c2016,c2101,c4004,c5082,c4005,c4144,c2090,c2109,c6062,c1118,c2089,c2008,c4005,c6037,1,2
c1159,c2090,c2016,c2079,c2132,c1148,c2008,c2070,c4144,c5082,c6062,c1151,c2089,c2101,c2132,c2070,0,1
c1159,c2046,c1133,c1020,c1014,c1109,c2015,c4144,c1117,c2035,c6062,c2016,c2089,c2109,c2015,c2035,1,2
c1159,c2016,c2090,c6037,c2008,c4144,c2109,c5046,c2085,c2071,c6062,c1151,c2089,c1133,c2085,c6037,0,1
c1159,c6037,c2090,c2046,c2008,c1007,c1151,c2024,c1112,c1150,c6062,c2016,c2089,c1133,c1112,c1007,1,1
c1159,c2109,c2008,c5001,c2016,c2070,c4005,c4144,c1128,c2111,c2089,c2090,c6062,c1151,c1159,c2111,1,2
c1159,c2090,c2132,c2008,c2016,c4144,c1151,c2079,c6011,c1118,c2089,c1133,c6062,c6062,c1151,c1118,1,2
c2090,c2016,c2070,c1133,c1151,c1118,c1091,c2069,c1014,c1130,c2089,c4144,c6062,c1117,c1014,c1133,0,2
c1159,c2101,c2008,c2090,c2132,c2109,c2016,c2070,c1141,c2047,c2089,c1151,c6062,c1126,c1141,c2090,1,1
c2016,c1159,c2101,c1126,c1089,c4144,c2008,c2109,c1141,c2009,c1118,c2090,c2089,c1151,c2008,c2009,0,2
c2016,c1133,c1137,c1118,c1014,c2069,c1007,c2080,c1148,c1080,c6062,c1117,c2089,c2109,c1148,c1133,0,1
c1133,c2046,c1118,c1150,c1014,c1007,c2004,c1020,c3064,c1065,c6062,c2109,c2089,c2016,c2004,c1007,0,1
c2090,c1159,c2070,c2132,c1151,c2109,c2101,c4144,c1128,c1091,c6062,c6037,c2089,c1126,c1128,c2132,0,1
c2016,c1133,c1159,c1144,c1117,c1014,c2109,c1154,c1151,c5089,c6062,c6037,c2089,c5082,c1151,c1154,0,2
c2090,c1159,c2016,c2132,c2042,c2109,c2101,c1126,c1089,c4144,c6062,c1050,c2089,c1030,c1089,c4144,0,1
c1159,c2090,c6037,c2016,c1128,c2008,c1151,c5082,c1148,c2109,c6062,c2089,c2089,c6062,c1151,c5082,0,2
c1159,c6037,c2016,c4144,c2008,c2101,c2090,c2073,c2111,c2050,c6062,c1133,c2089,c1126,c2111,c2073,0,1
c1159,c1133,c1137,c1130,c1117,c2090,c1126,c2070,c1151,c1118,c6062,c2016,c2089,c2109,c1159,c1118,1,2
c1159,c2016,c4144,c2008,c2070,c5089,c2111,c5082,c1144,c1129,c6062,c2090,c2089,c1151,c2111,c2008,1,1
c1159,c2101,c1151,c1133,c2016,c1118,c4144,c1130,c1137,c2069,c6062,c2109,c2089,c6062,c1137,c2069,1,2
c2016,c1137,c2008,c1148,c2073,c5082,c2111,c2101,c2050,c4144,c6062,c1159,c2089,c1126,c2111,c4144,1,1
c1159,c5082,c2132,c2090,c2042,c2109,c2071,c1134,c1129,c2073,c6062,c2101,c2089,c2016,c2071,c2090,1,1
c1159,c2016,c2090,c2008,c2070,c2132,c4144,c2109,c1148,c2099,c6062,c1151,c2089,c2089,c1148,c2008,1,1
c2089,c2090,c2109,c4004,c2132,c6037,c2070,c2071,c1154,c2047,c1118,c1151,c1151,c2016,c1154,c2071,0,1
c1159,c2016,c1148,c2008,c2109,c1121,c1128,c5082,c4004,c1154,c1151,c2090,c1118,c1151,c4004,c1154,1,1
c1159,c2008,c1148,c2016,c2109,c5082,c2071,c2090,c6017,c2074,c1118,c2089,c1151,c6062,c2071,c2074,1,2
c1159,c1126,c2132,c2090,c2109,c2070,c1148,c2079,c1133,c1070,c1118,c2008,c1151,c6062,c1148,c1070,1,2
c1159,c1133,c2016,c2089,c2008,c2042,c5082,c4144,c1137,c2101,c1151,c2090,c1118,c6037,c1137,c2042,1,1
c2008,c2089,c2016,c4144,c5082,c2070,c2024,c5149,c2079,c4123,c1118,c2090,c1151,c1159,c2024,c5149,0,1
c2089,c6037,c4004,c1089,c2016,c2090,c2109,c4144,c6017,c1128,c1151,c2008,c1118,c1126,c2109,c4144,1,1
c1159,c6037,c2132,c2090,c2109,c5089,c2046,c2024,c1141,c2047,c1118,c1151,c1151,c2016,c2046,c2047,1,2
c1159,c2016,c2008,c2089,c4144,c2073,c2109,c5089,c1102,c2071,c1151,c1151,c1118,c2090,c2008,c5089,0,1
c1159,c6037,c1137,c1133,c1117,c2089,c1146,c5089,c5082,c2020,c1118,c2016,c1151,c2109,c1146,c5089,1,1
